codigo,disciplina,turma,horario,local,docente,tipo_componente,modalidade_educacao,unidade_responsavel,codigo_componente,nome_componente,pre_requisitos,co_requisitos,equivalencias,excluir_avaliacao,matriculavel_online,horario_flexivel,permite_multiplas_aprovacoes,quantidade_avaliacoes,ementa,carga_horaria_total
02,FGA0086 - TEORIA DE ELETRICIDADE APLICADA,FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA (60h),"24T45
											


		

											Segunda-feira 16:00 às 17:50Quarta-feira 16:00 às 17:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0086,TEORIA DE ELETRICIDADE APLICADA,( ( FGA0187 ) OU ( FGA0067 E FGA0069 ) ),-,Nenhuma,Não,Sim,Não,Não,1,I. Regime Estacionário Senoidal.II. Circuitos Trifásicos.III. Circuitos Elétricos em baixa tensão.IV. Máquinas Elétricas.,Não informado
01,FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA,JORGE ANDRES CORMANE ANGARITA (30h),"2M34
											


		

											Segunda-feira 10:00 às 11:50",,20,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0087,LABORATÓRIO DE ELETRICIDADE APLICADA,( ( FGA0187 ) OU ( FGA0067 E FGA0069 ) ),-,Nenhuma,Não,Sim,Não,Não,1,I. Regime Estacionário Senoidal.II. Circuitos Trifásicos.III. Circuitos Elétricos em baixa tensão.IV. Máquinas Elétricas.,Não informado
02,FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA,LOANA NUNES VELASCO (30h),"6T23
											


		

											Sexta-feira 14:00 às 15:50",,20,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0087,LABORATÓRIO DE ELETRICIDADE APLICADA,( ( FGA0187 ) OU ( FGA0067 E FGA0069 ) ),-,Nenhuma,Não,Sim,Não,Não,1,I. Regime Estacionário Senoidal.II. Circuitos Trifásicos.III. Circuitos Elétricos em baixa tensão.IV. Máquinas Elétricas.,Não informado
03,FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA,RUDI HENRI VAN ELS (30h),"3T23
											


		

											Terça-feira 14:00 às 15:50",,20,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0087,LABORATÓRIO DE ELETRICIDADE APLICADA,( ( FGA0187 ) OU ( FGA0067 E FGA0069 ) ),-,Nenhuma,Não,Sim,Não,Não,1,I. Regime Estacionário Senoidal.II. Circuitos Trifásicos.III. Circuitos Elétricos em baixa tensão.IV. Máquinas Elétricas.,Não informado
01,FGA0088 - TEORIA DE SISTEMAS DE CONVERSÃO DE ENERGIA,FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA (60h),"46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,40,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0088,TEORIA DE SISTEMAS DE CONVERSÃO DE ENERGIA,( ( FGA0186 ) OU ( FGA0086 E FGA0087 ) ),-,Nenhuma,Não,Sim,Não,Não,1,I. Circuitos MagnéticosII. TransformadoresIII. Princípios de Conversão Eletromecânica de EnergiaIV. Máquinas de Corrente ContínuaV. Máquinas SíncronasVI. Motor de Indução,Não informado
01,FGA0089 - LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA,RUDI HENRI VAN ELS (30h),"4T45
											


		

											Quarta-feira 16:00 às 17:50",,20,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0089,LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA,( ( FGA0186 ) OU ( FGA0086 E FGA0087 ) ),-,Nenhuma,Não,Sim,Não,Não,1,I. ServoacionamentoII. Máquinas de Corrente ContínuaIII. Máquinas SíncronasIV. Motor de Indução,Não informado
02,FGA0089 - LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA,RUDI HENRI VAN ELS (30h),"4T23
											


		

											Quarta-feira 14:00 às 15:50",,20,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0089,LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA,( ( FGA0186 ) OU ( FGA0086 E FGA0087 ) ),-,Nenhuma,Não,Sim,Não,Não,1,I. ServoacionamentoII. Máquinas de Corrente ContínuaIII. Máquinas SíncronasIV. Motor de Indução,Não informado
01,FGA0090 - ONDULATÓRIA E FÍSICA TÉRMICA PARA ENGENHARIA,EBERTH DE ALMEIDA CORREA (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ONDULATÓRIA E FÍSICA TÉRMICA PARA ENGENHARIA,( ( MAT0025 E IFD0171 E IFD0173 ) ),-,IFD0175 (FISICA 2),Não,Sim,Não,Não,1,1.	Ondas 2. Termodinâmica 3. Transferência de Calor.,Não informado
01,FGA0091 - MÁQUINAS DE FLUIDO,"LUCIANO GONCALVES NOLETO (45h)
										
										
										FELIPE CHAGAS STORTI (45h)","24M12  4T2
											


		

											Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Quarta-feira 14:00 às 14:55",,25,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0091,MÁQUINAS DE FLUIDO,( FGA0204 ),-,Nenhuma,Não,Sim,Não,Não,1,I. Introdução às máquinas de fluidoII. Bombas HidráulicasIII. Turbinas HidráulicasIV. Turbinas a gásV. Turbinas a vaporVI. VentiladoresVII. CompressoresVIII. Cálculos estequiométricos da combustãoIX. Motores de Combustão Interna,Não informado
01,FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA,SEBASTIEN ROLAND MARIE JOSEPH RONDINEAU (75h),"3M125 5M12
											


		

											Terça-feira 08:00 às 09:50Terça-feira 12:00 às 12:55Quinta-feira 08:00 às 09:50",,35,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0092,PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA,( ( FGA0187 ) OU ( FGA0102 E FGA0067 ) ),-,Nenhuma,Não,Sim,Não,Não,1,1 - Espectro e Modulação Linear2 - Modulação Angular	3 - Ruído em Sistemas Analógicos	4 - Comunicação Digital em Banda-Base5 - Noções sobre Desempenho de Enlaces de Comunicação Digital6 - Noções de Protocolos e Redes de Comunicação,Não informado
01,FGA0093 - PRINCÍPIOS DE CONTROLE,ROBERTO DE SOUZA BAPTISTA (75h),"3T123 5T23
											


		

											Terça-feira 12:55 às 15:50Quinta-feira 14:00 às 15:50",,35,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0093,PRINCÍPIOS DE CONTROLE,( ( FGA0187 ) OU ( FGA0102 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"1 - Introdução Modelagem linear	2 - Função de Transferência, Diagrama de blocos e Grafos de fluxo de sinal	3 - Estabilidade	4 - Análise Sistemas de Controle no domínio do tempo	5 - Lugar Geométrico das Raízes6 - Análise Sistemas de Controle no domínio da frequência7 - Projeto de Sistemas de Controle8 - Análise em espaço de estados",Não informado
02,FGA0093 - PRINCÍPIOS DE CONTROLE,THIAGO FELIPPE KURUDEZ CORDEIRO (75h),"46T23 5T1
											


		

											Quarta-feira 14:00 às 15:50Quinta-feira 12:55 às 13:50Sexta-feira 14:00 às 15:50",,35,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0093,PRINCÍPIOS DE CONTROLE,( ( FGA0187 ) OU ( FGA0102 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"1 - Introdução Modelagem linear	2 - Função de Transferência, Diagrama de blocos e Grafos de fluxo de sinal	3 - Estabilidade	4 - Análise Sistemas de Controle no domínio do tempo	5 - Lugar Geométrico das Raízes6 - Análise Sistemas de Controle no domínio da frequência7 - Projeto de Sistemas de Controle8 - Análise em espaço de estados",Não informado
01,FGA0094 - ANTENAS IMPRESSAS,DANIEL COSTA ARAUJO (60h),"35M12
											


		

											Terça-feira 08:00 às 09:50Quinta-feira 08:00 às 09:50",,20,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ANTENAS IMPRESSAS,( ( FGA0143 E FGA0217 ) OU ( FGA0068 E FGA0070 ) ),-,Nenhuma,Não,Sim,Não,Não,1,,Não informado
01,FGA0097 - ELETRÔNICA DE RÁDIO FREQUÊNCIA,WELLINGTON AVELINO DO AMARAL (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,25,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,ELETRÔNICA DE RÁDIO FREQUÊNCIA,( ( FGA0068 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"História da comunicação de dados sem fio Arquiteturas de transceptores Redes passivas RLC Casamento de impedâncias utilizando redes L, PI e T Casamento de impedâncias utilizando a Carta de Smith Projeto de amplificadores de pequenos sinais para RF utilizando parâmetros Y Projeto de amplificadores de pequenos sinais para RF utilizando parâmetros S Introdução a projeto de circuitos integrados de rádio frequência Amplificadores de Baixo Ruído Misturadores de Frequência PLL",Não informado
01,FGA0098 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 3,TIAGO MARTINS DE BRITO (30h),"2T45
											


		

											Segunda-feira 16:00 às 17:50",,24,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,PRÁTICA DE CIRCUITOS ELETRÔNICOS 3,( ( FGA0017 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Quadripólos Realimentação	Especificação de Amplificadores Operacionais Reais	Conversores de dados Osciladores Amplificadores de potência.,Não informado
01,FGA0099 - TEORIA DE CIRCUITOS ELETRÔNICOS 3,WELLINGTON AVELINO DO AMARAL (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,TEORIA DE CIRCUITOS ELETRÔNICOS 3,( ( FGA0017 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Quadripólos  Realimentação	Especificação de Amplificadores Operacionais Reais	Conversores de dados Osciladores Amplificadores de potência.,Não informado
01,FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS,MARCUS VINICIUS BATISTUTA (30h),"5M12
											


		

											Quinta-feira 08:00 às 09:50",,24,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0100,PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS,( ( FGA0143 ) OU ( FGA0119 E FGA0120 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Realização de uma sequência de experimentos em laboratório, com o objetivo de ilustrar os diversos conceitos
fundamentais, com o ajuste de modelos físico-matemáticos. Alguns dos experimentos listados abaixo poderão ser
apresentados apenas na forma de demonstrações, por razões de segurança e de logística, ou em função da disponibilidade
de materiais e de equipamentos, a critério do professor.

1) Resistência de Folha; 
2) Lâmpada Elétrica de Filamento;
3) Termistores PTC e NTC;
4) LDR – Modelamento e Caracterização do comportamento elétrico de um LDR (Light Dependent Resistor);
5) Sensor Hall;
6) Efeito Piezoelétrico;
7) Diodos Schottky e Zener;
8) Efeitos Peltier e Seebeck (Termoeletricidade);
9) Diodo: Chave de RF;
10) LED e Fotodiodo;
11) Transistores de Junção Bipolar (NPN e PNP);
12) Transistores de Efeito de Campo CMOS;
13) Neurônio Artificial CMOS.

EXPERIMENTOS COMPLEMENTARES:
a) Transformadores (Histerese e Saturação);
b) Pilhas e Baterias;
c) Supercapacitor;
d) Lâmpada Neon;
e) Válvulas Termiônicas;
f) Memórias DRAM e SRAM;
g) Oscilador em Anel CMOS.

OBJETIVOS DA DISCIPLINA:
Prática de laboratório com diversos materiais e dispositivos eletrônicos, buscando uma compreensão dos princípios
fundamentais do seu comportamento físico-elétrico, sob uma análise que utiliza modelos clássicos, semiclássicos e aqueles
baseados em conceitos fundamentais da Mecânica Quântica. Serão levantados dados experimentais que serão utilizados no
ajuste dos modelos físico-matemáticos adotados, a partir principalmente da caracterização elétrica de materiais e
dispositivos, com a obtenção de curvas de corrente e de tensão.",Não informado
02,FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS,GERARDO ANTONIO IDROBO PIZO (30h),"3M5  3T1
											


		

											Terça-feira 12:00 às 13:50",,24,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0100,PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS,( ( FGA0143 ) OU ( FGA0119 E FGA0120 ) ),-,Nenhuma,Não,Sim,Não,Não,1,"Realização de uma sequência de experimentos em laboratório, com o objetivo de ilustrar os diversos conceitos
fundamentais, com o ajuste de modelos físico-matemáticos. Alguns dos experimentos listados abaixo poderão ser
apresentados apenas na forma de demonstrações, por razões de segurança e de logística, ou em função da disponibilidade
de materiais e de equipamentos, a critério do professor.

1) Resistência de Folha; 
2) Lâmpada Elétrica de Filamento;
3) Termistores PTC e NTC;
4) LDR – Modelamento e Caracterização do comportamento elétrico de um LDR (Light Dependent Resistor);
5) Sensor Hall;
6) Efeito Piezoelétrico;
7) Diodos Schottky e Zener;
8) Efeitos Peltier e Seebeck (Termoeletricidade);
9) Diodo: Chave de RF;
10) LED e Fotodiodo;
11) Transistores de Junção Bipolar (NPN e PNP);
12) Transistores de Efeito de Campo CMOS;
13) Neurônio Artificial CMOS.

EXPERIMENTOS COMPLEMENTARES:
a) Transformadores (Histerese e Saturação);
b) Pilhas e Baterias;
c) Supercapacitor;
d) Lâmpada Neon;
e) Válvulas Termiônicas;
f) Memórias DRAM e SRAM;
g) Oscilador em Anel CMOS.

OBJETIVOS DA DISCIPLINA:
Prática de laboratório com diversos materiais e dispositivos eletrônicos, buscando uma compreensão dos princípios
fundamentais do seu comportamento físico-elétrico, sob uma análise que utiliza modelos clássicos, semiclássicos e aqueles
baseados em conceitos fundamentais da Mecânica Quântica. Serão levantados dados experimentais que serão utilizados no
ajuste dos modelos físico-matemáticos adotados, a partir principalmente da caracterização elétrica de materiais e
dispositivos, com a obtenção de curvas de corrente e de tensão.",Não informado
01,FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS,MARCUS VINICIUS BATISTUTA (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0101,TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS,( ( FGA0143 ) OU ( FGA0119 E FGA0120 ) ),-,Nenhuma,Não,Sim,Não,Não,1,1. Fundamentos de Mecânica Quântica2. Materiais e Dispositivos Dielétricos3. Transporte de Corrente4. Materiais e Dispositivos Optoeletrônicos5. Teoria de Bandas de Energia em Sólidos6. Materiais e Dispositivos Microeletromecânicos (MEMs)7. Materiais e Dispositivos Semicondutores8. Materiais e Dispositivos Eletroquímicos9. Materiais e Dispositivos Magnéticos10. Simulação Numérica de Dispositivos Eletrônicos,Não informado
01,FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA,LUIS FILOMENO DE JESUS FERNANDES (90h),"356T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50Sexta-feira 14:00 às 15:50",,35,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,SINAIS E SISTEMAS PARA ENGENHARIA,( ( MAT0027 E CIC0004 ) OU ( MAT0027 E CIC0088 ) OU ( MAT0027 E CIC0007 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Introdução às variáveis Complexas Sistemas Lineares e Invariantes no TempoTransformada de Fourier Contínua Transformada de Fourier Discreta Convolução Amostragem Transformada de Laplace Transformada Z Resíduos para a transformada Z inversa,Não informado
02,FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA,LUCIANO EMIDIO NEVES DA FONSECA (90h),"246M12
											


		

											Segunda-feira 08:00 às 09:50Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,35,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,SINAIS E SISTEMAS PARA ENGENHARIA,( ( MAT0027 E CIC0004 ) OU ( MAT0027 E CIC0088 ) OU ( MAT0027 E CIC0007 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Introdução às variáveis Complexas Sistemas Lineares e Invariantes no TempoTransformada de Fourier Contínua Transformada de Fourier Discreta Convolução Amostragem Transformada de Laplace Transformada Z Resíduos para a transformada Z inversa,Não informado
01,FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,ROSEANY DE VASCONCELOS VIEIRA LOPES (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,QUÍMICA ORGÂNICA APLICADA À ENGENHARIA,( ( IQD0125 E IQD0126 ) ),-,Nenhuma,Não,Sim,Não,Não,1,I. Características gerais das moléculas orgânicasII. Hibridização e teoria do orbital molecularIII. HidrocarbonetosIV. Grupos funcionaisV. Reações de compostos orgânicos contendo oxigênioVI. Polímeros orgânicosVII. Estudo material da combustãoVIII. Cálculos estequiométricos da combustãoIX. Estudo térmico da combustãoX. Cálculo do poder caloríficoXI. Temperatura teórica da combustãoXII. Cálculo da temperatura teórica da combustão,Não informado
01,FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL,LUI TXAI CALVOSO HABL (60h),"24M34
											


		

											Segunda-feira 10:00 às 11:50Quarta-feira 10:00 às 11:50",,30,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL,-,-,Nenhuma,Não,Sim,Não,Sim,1,A definir,Não informado
02,FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL,ARTUR ELIAS DE MORAIS BERTOLDI (60h),"35T45
											


		

											Terça-feira 16:00 às 17:50Quinta-feira 16:00 às 17:50",,40,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL,-,-,Nenhuma,Não,Sim,Não,Sim,1,A definir,Não informado
01,FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL,SEBASTIEN ROLAND MARIE JOSEPH RONDINEAU (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL,-,-,Nenhuma,Não,Sim,Não,Sim,1,A definir,Não informado
02,FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL,Fernando Merege (60h),"35T6  35N1
											


		

											Terça-feira 18:00 às 19:50Quinta-feira 18:00 às 19:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL,-,-,Nenhuma,Não,Sim,Não,Sim,1,A definir,Não informado
01,FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA,EBERTH DE ALMEIDA CORREA (30h),"3M34
											


		

											Terça-feira 10:00 às 11:50",,24,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,Ano.Período de Implementação,LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA,( ( IFD0171 E IFD0173 ) ),-,IFD0177 (FISICA 2 EXPERIMENTAL),Não,Sim,Não,Não,1,1. Relação entre torque e rotação 2. Movimento harmônico e movimento circular 3. Movimento ondulatório 4. Ondas estacionárias 5. Temperatura e calor 6. Capacidade calorífica 7. Dilatação térmica de sólidos 8. Introdução a condução de calor,Não informado
02,FGA0108 - MATEMÁTICA DISCRETA 2,LINDOMAR BOMFIM DE CARVALHO DE JESUS (60h),"35M34
											


		

											Terça-feira 10:00 às 11:50Quinta-feira 10:00 às 11:50",,60,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0108,MATEMÁTICA DISCRETA 2,( ( FGA0085 ) OU ( FGA0159 ) ),-,Nenhuma,Não,Sim,Não,Não,1,- Indução. Divisibilidade. Números primos- Aritmética modular. Congruência- Grupos- Anéis- Corpos,Não informado
03,FGA0108 - MATEMÁTICA DISCRETA 2,CRISTIANE LOESCH DE SOUZA COSTA (60h),"24M5  24T1
											


		

											Segunda-feira 12:00 às 13:50Quarta-feira 12:00 às 13:50",,110,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0108,MATEMÁTICA DISCRETA 2,( ( FGA0085 ) OU ( FGA0159 ) ),-,Nenhuma,Não,Sim,Não,Não,1,- Indução. Divisibilidade. Números primos- Aritmética modular. Congruência- Grupos- Anéis- Corpos,Não informado
01,FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS,RENATO CORAL SAMPAIO (60h),"35T23
											


		

											Terça-feira 14:00 às 15:50Quinta-feira 14:00 às 15:50",,80,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0109,FUNDAMENTOS DE SISTEMAS EMBARCADOS,( ( FGA0170 ) ),-,Nenhuma,Não,Sim,Não,Não,1,Definições e aplicações.Metodologias de desenvolvimento de sistemas embarcados.Interfaceamento analógico e digital (Protocolos de Comunicação).Desenvolvimento de drivers e firmware.Sistemas em Tempo Real.,Não informado
01,FGA0119 - TEORIA DE ELETROMAGNETISMO,ANDRE LUIZ ALMEIDA PENNA (60h),"24T23
											


		

											Segunda-feira 14:00 às 15:50Quarta-feira 14:00 às 15:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0119,TEORIA DE ELETROMAGNETISMO,( ( IFD0171 E MAT0027 ) ),( FGA0120 ),Nenhuma,Não,Sim,Não,Não,1,EletrostáticaMagnetostáticaEletrodinâmica,Não informado
02,FGA0119 - TEORIA DE ELETROMAGNETISMO,ANDRE LUIZ ALMEIDA PENNA (60h),"46M12
											


		

											Quarta-feira 08:00 às 09:50Sexta-feira 08:00 às 09:50",,45,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0119,TEORIA DE ELETROMAGNETISMO,( ( IFD0171 E MAT0027 ) ),( FGA0120 ),Nenhuma,Não,Sim,Não,Não,1,EletrostáticaMagnetostáticaEletrodinâmica,Não informado
01,FGA0120 - PRÁTICA DE ELETROMAGNETISMO,GERARDO ANTONIO IDROBO PIZO (30h),"6T23
											


		

											Sexta-feira 14:00 às 15:50",,50,DISCIPLINA,Presencial,CAMPUS UNB GAMA: FACULDADE DE CIÊNCIAS E TECNOLOGIAS EM ENGENHARIA - BRASÍLIA - 11.01.32,FGA0120,PRÁTICA DE ELETROMAGNETISMO,( ( IFD0171 E MAT0027 ) ),( FGA0119 ),Nenhuma,Não,Sim,Não,Não,1,"Está prevista a realização de 5 experiências de simulação mais 5 experiências práticas. Cada experiência abordará os seguintes temas:Experiência[1]	Eletrostática: Lei de Coulomb, Distribuições contínuas de cargasExperiência[2]	Campos eletrostáticos, Lei de Gauss, Potencial elétrico, Capacitância, Dielétricos, Energia elétricaExperiência[3]	Magnetostática: Corrente elétrica, Condutividade elétrica, Campo magnético, Lei de Biot-SavartExperiência[4]	Lei de Ampère, Força magnética, Lei da indução de Faraday. Experiência[5]          Eletrodinâmica: Equações de Maxwell, Equação da continuidade, Ondas eletromagnéticas, Propagação de ondas eletromagnéticas em meios materiais.",Não informado
